Reference,month,year,gr,Season,TBEP_seg,sgyear,FLUCCSCODE,areas,bottom,DominantVeg,bveg,Shore,bay_TBEPseg_season,bay_TBEPseg_sgyr,bay_TBEPseg_sgyr_season,BvegCovBin
TBM1998121504,12,1998,20,Winter,LTB,1999,9116,8,San,None,Non,20.4,LTB_Winter,LTB_1999,LTB_1999        _Winter,0-25
TBM1999010403,1,1999,20,Winter,HB,2001,NA,3,San,None,Non,17,HB_Winter,HB_2001,HB_2001         _Winter,0-25
TBM1999010502,1,1999,20,Winter,OTB,2001,NA,23,MudSan,None,Non,10.4,OTB_Winter,OTB_2001,OTB_2001        _Winter,0-25
TBM1999010602,1,1999,20,Winter,MTB,2001,NA,18,MudSan,Halodule spp.,SAV,11.7,MTB_Winter,MTB_2001,MTB_2001        _Winter,76-100
TBM1999010605,1,1999,20,Winter,MTB,2001,NA,17,San,None,Non,14.1,MTB_Winter,MTB_2001,MTB_2001        _Winter,0-25
TBM1999010708,1,1999,20,Winter,LTB,2001,9113,8,SanStr,Algae,Alg,12.2,LTB_Winter,LTB_2001,LTB_2001        _Winter,26-50
TBM1999010710,1,1999,20,Winter,LTB,2001,NA,8,San,None,Non,12.4,LTB_Winter,LTB_2001,LTB_2001        _Winter,0-25
TBM1999010810,1,1999,20,Winter,MTB,2001,NA,6,San,None,Non,15.3,MTB_Winter,MTB_2001,MTB_2001        _Winter,0-25
TBM1999010813,1,1999,20,Winter,MTB,2001,NA,7,MudSan,Halodule spp.,SAV,15,MTB_Winter,MTB_2001,MTB_2001        _Winter,76-100
TBM1999010814,1,1999,20,Winter,MTB,2001,9116,7,MudSan,Halodule spp.,SAV,16.1,MTB_Winter,MTB_2001,MTB_2001        _Winter,76-100
TBM1999010815,1,1999,20,Winter,LTB,2001,9116,16,San,None,Non,15.7,LTB_Winter,LTB_2001,LTB_2001        _Winter,0-25
TBM1999011201,1,1999,20,Winter,OTB,2001,NA,25,MudSan,Halodule spp.,SAV,13,OTB_Winter,OTB_2001,OTB_2001        _Winter,51-75
TBM1999011203,1,1999,20,Winter,OTB,2001,NA,22,San,Halodule spp.,SAV,12.4,OTB_Winter,OTB_2001,OTB_2001        _Winter,51-75
TBM1999011210,1,1999,20,Winter,OTB,2001,9116,20,MudSan,Halodule spp.,SAV,13.9,OTB_Winter,OTB_2001,OTB_2001        _Winter,0-25
TBM1999011901,1,1999,20,Winter,HB,2001,NA,29,San,None,Non,18.3,HB_Winter,HB_2001,HB_2001         _Winter,0-25
TBM1999012007,1,1999,20,Winter,LTB,2001,NA,10,San,Thalassia spp.,SAV,20.1,LTB_Winter,LTB_2001,LTB_2001        _Winter,51-75
TBM1999020102,2,1999,20,Winter,OTB,2001,9116,20,San,Thalassia spp.,SAV,22.1,OTB_Winter,OTB_2001,OTB_2001        _Winter,0-25
TBM1999020103,2,1999,20,Winter,OTB,2001,9116,20,MudSan,Thalassia spp.,SAV,22.1,OTB_Winter,OTB_2001,OTB_2001        _Winter,76-100
TBM1999020803,2,1999,20,Winter,LTB,2001,9116,12,MudSan,None,Non,22,LTB_Winter,LTB_2001,LTB_2001        _Winter,0-25
TBM1999020804,2,1999,20,Winter,LTB,2001,NA,16,MudSan,Thalassia spp.,SAV,22.5,LTB_Winter,LTB_2001,LTB_2001        _Winter,51-75
TBM1999020905,2,1999,20,Winter,HB,2001,NA,3,MudSan,None,Non,22.4,HB_Winter,HB_2001,HB_2001         _Winter,0-25
TBM1999021102,2,1999,20,Winter,OTB,2001,9116,19,San,Thalassia spp.,SAV,22.9,OTB_Winter,OTB_2001,OTB_2001        _Winter,26-50
TBM1999021103,2,1999,20,Winter,OTB,2001,9113,27,San,None,Non,22.9,OTB_Winter,OTB_2001,OTB_2001        _Winter,0-25
TBM1999021105,2,1999,20,Winter,MTB,2001,NA,18,San,Halodule spp.,SAV,24.5,MTB_Winter,MTB_2001,MTB_2001        _Winter,26-50
TBM1999021202,2,1999,20,Winter,MTB,2001,9113,7,MudSan,None,Non,22.6,MTB_Winter,MTB_2001,MTB_2001        _Winter,0-25
TBM1999021205,2,1999,20,Winter,LTB,2001,9116,8,MudSan,Thalassia spp.,SAV,24.4,LTB_Winter,LTB_2001,LTB_2001        _Winter,76-100
TBM1999021502,2,1999,20,Winter,OTB,2001,NA,24,San,None,Non,14,OTB_Winter,OTB_2001,OTB_2001        _Winter,0-25
TBM1999021503,2,1999,20,Winter,OTB,2001,9113,22,San,None,Non,14,OTB_Winter,OTB_2001,OTB_2001        _Winter,0-25
TBM1999021609,2,1999,20,Winter,LTB,2001,9116,10,MudSan,Thalassia spp.,SAV,17.6,LTB_Winter,LTB_2001,LTB_2001        _Winter,76-100
TBM1999021703,2,1999,20,Winter,MTB,2001,NA,6,San,None,Non,19.4,MTB_Winter,MTB_2001,MTB_2001        _Winter,0-25
TBM1999021801,2,1999,20,Winter,MTB,2001,NA,6,MudSan,Halodule spp.,SAV,19.4,MTB_Winter,MTB_2001,MTB_2001        _Winter,0-25
TBM1999021802,2,1999,20,Winter,MTB,2001,9113,6,MudSan,Halodule spp.,SAV,19.4,MTB_Winter,MTB_2001,MTB_2001        _Winter,51-75
TBM1999030202,3,1999,20,Winter,OTB,2001,9113,23,MudSan,Thalassia spp.,SAV,18.7,OTB_Winter,OTB_2001,OTB_2001        _Winter,26-50
TBM1999030206,3,1999,20,Winter,OTB,2001,NA,22,MudSan,None,Non,18.5,OTB_Winter,OTB_2001,OTB_2001        _Winter,0-25
TBM1999030210,3,1999,20,Winter,OTB,2001,9116,24,MudSan,Halodule spp.,SAV,21.8,OTB_Winter,OTB_2001,OTB_2001        _Winter,76-100
TBM1999030901,3,1999,20,Winter,HB,2001,NA,1,MudSan,None,Non,17.9,HB_Winter,HB_2001,HB_2001         _Winter,0-25
TBM1999030902,3,1999,20,Winter,HB,2001,NA,1,Mud,None,Non,16,HB_Winter,HB_2001,HB_2001         _Winter,0-25
TBM1999030903,3,1999,20,Winter,HB,2001,NA,3,San,None,Non,17,HB_Winter,HB_2001,HB_2001         _Winter,0-25
TBM1999031204,3,1999,20,Winter,OTB,2001,NA,19,San,None,Non,21.8,OTB_Winter,OTB_2001,OTB_2001        _Winter,0-25
TBM1999031206,3,1999,20,Winter,OTB,2001,NA,25,San,None,Non,21.3,OTB_Winter,OTB_2001,OTB_2001        _Winter,0-25
TBM1999031602,3,1999,20,Winter,MTB,2001,NA,18,MudSan,Halodule spp.,SAV,18.4,MTB_Winter,MTB_2001,MTB_2001        _Winter,51-75
TBM1999031604,3,1999,20,Winter,MTB,2001,9116,18,San,None,Non,16.7,MTB_Winter,MTB_2001,MTB_2001        _Winter,0-25
TBM1999032301,3,1999,20,Winter,MTB,2001,9116,7,San,Halodule spp.,SAV,19.4,MTB_Winter,MTB_2001,MTB_2001        _Winter,76-100
TBM1999032302,3,1999,20,Winter,MTB,2001,9113,7,San,None,Non,19.7,MTB_Winter,MTB_2001,MTB_2001        _Winter,0-25
TBM1999032303,3,1999,20,Winter,MTB,2001,9113,7,San,SAV,SAV,19.9,MTB_Winter,MTB_2001,MTB_2001        _Winter,76-100
TBM1999032304,3,1999,20,Winter,MTB,2001,NA,7,San,Halodule spp.,SAV,19.8,MTB_Winter,MTB_2001,MTB_2001        _Winter,76-100
TBM1999032309,3,1999,20,Winter,MTB,2001,NA,6,MudSan,Halodule spp.,SAV,22,MTB_Winter,MTB_2001,MTB_2001        _Winter,76-100
TBM1999032403,3,1999,20,Winter,LTB,2001,9116,10,San,Thalassia spp.,SAV,20.5,LTB_Winter,LTB_2001,LTB_2001        _Winter,0-25
TBM1999040205,4,1999,20,Spring,OTB,2001,NA,24,San,Halodule spp.,SAV,24.5,OTB_Spring,OTB_2001,OTB_2001        _Spring,76-100
TBM1999040207,4,1999,20,Spring,OTB,2001,9113,25,San,Thalassia spp.,SAV,23.8,OTB_Spring,OTB_2001,OTB_2001        _Spring,76-100
TBM1999040608,4,1999,20,Spring,HB,2001,NA,5,San,Halodule spp.,SAV,26.2,HB_Spring,HB_2001,HB_2001         _Spring,76-100
TBM1999040701,4,1999,20,Spring,LTB,2001,NA,8,Mud,Thalassia spp.,SAV,25.1,LTB_Spring,LTB_2001,LTB_2001        _Spring,76-100
TBM1999040702,4,1999,20,Spring,HB,2001,NA,1,MudSan,None,Non,24.7,HB_Spring,HB_2001,HB_2001         _Spring,0-25
TBM1999040703,4,1999,20,Spring,LTB,2001,NA,8,Mud,Thalassia spp.,SAV,25.2,LTB_Spring,LTB_2001,LTB_2001        _Spring,0-25
TBM1999040704,4,1999,20,Spring,HB,2001,NA,2,MudSan,None,Non,24.5,HB_Spring,HB_2001,HB_2001         _Spring,0-25
TBM1999040706,4,1999,20,Spring,HB,2001,NA,3,San,None,Non,26.3,HB_Spring,HB_2001,HB_2001         _Spring,0-25
TBM1999041307,4,1999,20,Spring,OTB,2001,NA,28,San,None,Non,24.7,OTB_Spring,OTB_2001,OTB_2001        _Spring,0-25
TBM1999041315,4,1999,20,Spring,OTB,2001,NA,21,MudSan,None,Non,23.9,OTB_Spring,OTB_2001,OTB_2001        _Spring,0-25
TBM1999041407,4,1999,20,Spring,MTB,2001,NA,18,MudSan,None,Non,25.6,MTB_Spring,MTB_2001,MTB_2001        _Spring,0-25
TBM1999041410,4,1999,20,Spring,MTB,2001,9113,18,MudSan,SAV,SAV,24.1,MTB_Spring,MTB_2001,MTB_2001        _Spring,76-100
TBM1999041412,4,1999,20,Spring,OTB,2001,9116,19,MudSan,Thalassia spp.,SAV,23.6,OTB_Spring,OTB_2001,OTB_2001        _Spring,76-100
TBM1999041901,4,1999,20,Spring,LTB,2001,NA,10,San,Thalassia spp.,SAV,20.8,LTB_Spring,LTB_2001,LTB_2001        _Spring,26-50
TBM1999042002,4,1999,20,Spring,LTB,2001,NA,10,San,Syringodium spp.,SAV,21,LTB_Spring,LTB_2001,LTB_2001        _Spring,76-100
TBM1999050409,5,1999,20,Spring,OTB,2001,NA,27,MudSan,Halodule spp.,SAV,24.7,OTB_Spring,OTB_2001,OTB_2001        _Spring,76-100
TBM1999050411,5,1999,20,Spring,MTB,2001,NA,27,MudSan,None,Non,26.05,MTB_Spring,MTB_2001,MTB_2001        _Spring,0-25
TBM1999050604,5,1999,20,Spring,HB,2001,NA,3,San,Algae,SAVAlg,25.8,HB_Spring,HB_2001,HB_2001         _Spring,76-100
TBM1999050702,5,1999,20,Spring,MTB,2001,9116,17,San,Halodule spp.,SAV,25.6,MTB_Spring,MTB_2001,MTB_2001        _Spring,76-100
TBM1999050703,5,1999,20,Spring,MTB,2001,9116,6,San,None,Non,25.5,MTB_Spring,MTB_2001,MTB_2001        _Spring,0-25
TBM1999050704,5,1999,20,Spring,MTB,2001,9113,17,San,Halodule spp.,SAV,26.4,MTB_Spring,MTB_2001,MTB_2001        _Spring,0-25
TBM1999050705,5,1999,20,Spring,MTB,2001,NA,6,San,None,Non,25.7,MTB_Spring,MTB_2001,MTB_2001        _Spring,0-25
TBM1999050706,5,1999,20,Spring,MTB,2001,9116,16,MudSan,None,Non,26.1,MTB_Spring,MTB_2001,MTB_2001        _Spring,0-25
TBM1999051201,5,1999,20,Spring,MTB,2001,9116,7,San,Syringodium spp.,SAV,26.7,MTB_Spring,MTB_2001,MTB_2001        _Spring,51-75
TBM1999051204,5,1999,20,Spring,LTB,2001,NA,8,San,Thalassia spp.,SAV,27.2,LTB_Spring,LTB_2001,LTB_2001        _Spring,76-100
TBM1999051205,5,1999,20,Spring,LTB,2001,NA,8,San,None,Non,27.7,LTB_Spring,LTB_2001,LTB_2001        _Spring,0-25
TBM1999051401,5,1999,20,Spring,OTB,2001,NA,22,MudSan,None,Non,26.6,OTB_Spring,OTB_2001,OTB_2001        _Spring,0-25
TBM1999051406,5,1999,20,Spring,OTB,2001,9113,24,MudSan,Ruppia spp.,SAV,27.6,OTB_Spring,OTB_2001,OTB_2001        _Spring,26-50
TBM1999051407,5,1999,20,Spring,OTB,2001,9116,24,MudSan,Ruppia spp.,SAV,28.3,OTB_Spring,OTB_2001,OTB_2001        _Spring,76-100
TBM1999051814,5,1999,20,Spring,LTB,2001,9116,10,San,None,Non,26.3,LTB_Spring,LTB_2001,LTB_2001        _Spring,0-25
TBM1999060202,6,1999,20,Summer,MTB,2001,NA,6,San,None,Non,27.9,MTB_Summer,MTB_2001,MTB_2001        _Summer,0-25
TBM1999060207,6,1999,20,Summer,LTB,2001,9116,12,MudSan,Halodule spp.,SAV,27.7,LTB_Summer,LTB_2001,LTB_2001        _Summer,76-100
TBM1999060402,6,1999,20,Summer,MTB,2001,NA,18,San,Halodule spp.,SAV,28.2,MTB_Summer,MTB_2001,MTB_2001        _Summer,51-75
TBM1999060406,6,1999,20,Summer,OTB,2001,9116,19,San,Halodule spp.,SAV,31.1,OTB_Summer,OTB_2001,OTB_2001        _Summer,0-25
TBM1999060808,6,1999,20,Summer,LTB,2001,9113,8,MudSan,Halodule spp.,SAV,26.5,LTB_Summer,LTB_2001,LTB_2001        _Summer,76-100
TBM1999060811,6,1999,20,Summer,LTB,2001,9116,8,Mud,Thalassia spp.,SAV,26,LTB_Summer,LTB_2001,LTB_2001        _Summer,76-100
TBM1999060910,6,1999,20,Summer,OTB,2001,9116,25,San,Halodule spp.,SAV,27.9,OTB_Summer,OTB_2001,OTB_2001        _Summer,0-25
TBM1999060911,6,1999,20,Summer,OTB,2001,9113,25,San,SAV,SAV,28.1,OTB_Summer,OTB_2001,OTB_2001        _Summer,76-100
TBM1999061002,6,1999,20,Summer,LTB,2001,NA,10,San,Syringodium spp.,SAV,26.9,LTB_Summer,LTB_2001,LTB_2001        _Summer,76-100
TBM1999061610,6,1999,20,Summer,OTB,2001,9113,21,San,None,Non,29.4,OTB_Summer,OTB_2001,OTB_2001        _Summer,0-25
TBM1999061619,6,1999,20,Summer,OTB,2001,9113,23,San,Halodule spp.,SAV,30.7,OTB_Summer,OTB_2001,OTB_2001        _Summer,76-100
TBM1999061705,6,1999,20,Summer,HB,2001,NA,4,MudSan,Halodule spp.,SAV,27.6,HB_Summer,HB_2001,HB_2001         _Summer,0-25
TBM1999061713,6,1999,20,Summer,HB,2001,NA,2,Mud,None,Non,29.5,HB_Summer,HB_2001,HB_2001         _Summer,0-25
TBM1999061715,6,1999,20,Summer,HB,2001,NA,1,Mud,Halodule spp.,SAV,29,HB_Summer,HB_2001,HB_2001         _Summer,76-100
TBM1999061808,6,1999,20,Summer,MTB,2001,9116,17,San,SAV,SAV,28.5,MTB_Summer,MTB_2001,MTB_2001        _Summer,76-100
TBM1999070602,7,1999,20,Summer,OTB,2001,NA,25,San,None,Non,28.9,OTB_Summer,OTB_2001,OTB_2001        _Summer,0-25
TBM1999070605,7,1999,20,Summer,HB,2001,NA,1,MudSan,None,Non,30,HB_Summer,HB_2001,HB_2001         _Summer,0-25
TBM1999070608,7,1999,20,Summer,HB,2001,NA,2,MudSan,None,Non,30.7,HB_Summer,HB_2001,HB_2001         _Summer,0-25
TBM1999070610,7,1999,20,Summer,LTB,2001,NA,7,MudSan,Thalassia spp.,SAV,30.7,LTB_Summer,LTB_2001,LTB_2001        _Summer,76-100
TBM1999070612,7,1999,20,Summer,MTB,2001,9116,7,MudSan,Thalassia spp.,SAV,32,MTB_Summer,MTB_2001,MTB_2001        _Summer,76-100
TBM1999070613,7,1999,20,Summer,MTB,2001,9116,7,MudSan,SAV,SAV,32.7,MTB_Summer,MTB_2001,MTB_2001        _Summer,76-100
TBM1999071203,7,1999,20,Summer,LTB,2001,9116,10,MudSan,Halodule spp.,SAV,30.2,LTB_Summer,LTB_2001,LTB_2001        _Summer,76-100
TBM1999071301,7,1999,20,Summer,MTB,2001,NA,18,San,None,Non,29.6,MTB_Summer,MTB_2001,MTB_2001        _Summer,0-25
TBM1999071302,7,1999,20,Summer,MTB,2001,9113,17,San,Halodule spp.,SAVAlg,28.8,MTB_Summer,MTB_2001,MTB_2001        _Summer,76-100
TBM1999071304,7,1999,20,Summer,MTB,2001,9116,17,MudSan,Thalassia spp.,SAV,29.7,MTB_Summer,MTB_2001,MTB_2001        _Summer,76-100
TBM1999071309,7,1999,20,Summer,LTB,2001,9116,16,MudSan,Halodule spp.,SAV,30.2,LTB_Summer,LTB_2001,LTB_2001        _Summer,76-100
TBM1999071407,7,1999,20,Summer,MTB,2001,9113,6,MudSan,None,Non,30.1,MTB_Summer,MTB_2001,MTB_2001        _Summer,0-25
TBM1999071607,7,1999,20,Summer,OTB,2001,NA,24,MudSan,None,Non,30.4,OTB_Summer,OTB_2001,OTB_2001        _Summer,0-25
TBM1999072302,7,1999,20,Summer,OTB,2001,9113,20,San,SAV,SAVAlg,31,OTB_Summer,OTB_2001,OTB_2001        _Summer,26-50
TBM1999072304,7,1999,20,Summer,OTB,2001,NA,21,San,None,Non,31,OTB_Summer,OTB_2001,OTB_2001        _Summer,0-25
TBM1999080307,8,1999,20,Summer,OTB,2001,9113,26,MudSan,Halodule spp.,SAVAlg,31.6,OTB_Summer,OTB_2001,OTB_2001        _Summer,76-100
TBM1999080308,8,1999,20,Summer,OTB,2001,NA,25,MudSan,Thalassia spp.,SAVAlg,31.6,OTB_Summer,OTB_2001,OTB_2001        _Summer,76-100
TBM1999080405,8,1999,20,Summer,HB,2001,NA,1,MudSan,None,Non,29.9,HB_Summer,HB_2001,HB_2001         _Summer,0-25
TBM1999080406,8,1999,20,Summer,HB,2001,9113,29,San,Halodule spp.,SAV,30.5,HB_Summer,HB_2001,HB_2001         _Summer,26-50
TBM1999080412,8,1999,20,Summer,HB,2001,NA,4,MudSan,None,Non,32.5,HB_Summer,HB_2001,HB_2001         _Summer,0-25
TBM1999080413,8,1999,20,Summer,HB,2001,NA,4,MudSan,None,Non,33.8,HB_Summer,HB_2001,HB_2001         _Summer,0-25
TBM1999080508,8,1999,20,Summer,OTB,2001,9113,25,MudSan,SAV,SAVAlg,31,OTB_Summer,OTB_2001,OTB_2001        _Summer,76-100
TBM1999080509,8,1999,20,Summer,OTB,2001,9113,25,MudSan,None,Non,32.1,OTB_Summer,OTB_2001,OTB_2001        _Summer,0-25
TBM1999080510,8,1999,20,Summer,OTB,2001,9113,25,MudSan,Halodule spp.,SAV,31.9,OTB_Summer,OTB_2001,OTB_2001        _Summer,0-25
TBM1999080603,8,1999,20,Summer,MTB,2001,9116,17,MudSan,Halodule spp.,SAV,30.2,MTB_Summer,MTB_2001,MTB_2001        _Summer,76-100
TBM1999081207,8,1999,20,Summer,LTB,2001,NA,10,MudSan,Halodule spp.,SAV,30,LTB_Summer,LTB_2001,LTB_2001        _Summer,76-100
TBM1999081210,8,1999,20,Summer,LTB,2001,NA,10,MudSan,Thalassia spp.,SAV,29.8,LTB_Summer,LTB_2001,LTB_2001        _Summer,0-25
TBM1999081214,8,1999,20,Summer,LTB,2001,9113,8,MudSan,None,Non,29.8,LTB_Summer,LTB_2001,LTB_2001        _Summer,0-25
TBM1999081301,8,1999,20,Summer,MTB,2001,9116,19,MudSan,None,Non,29.4,MTB_Summer,MTB_2001,MTB_2001        _Summer,0-25
TBM1999090302,9,1999,20,Summer,HB,2001,NA,5,MudSan,Halodule spp.,SAV,29.5,HB_Summer,HB_2001,HB_2001         _Summer,26-50
TBM1999090306,9,1999,20,Summer,HB,2001,NA,4,SanStr,None,Non,29.9,HB_Summer,HB_2001,HB_2001         _Summer,0-25
TBM1999090801,9,1999,20,Summer,OTB,2001,9116,22,MudSan,None,Non,28.5,OTB_Summer,OTB_2001,OTB_2001        _Summer,0-25
TBM1999090803,9,1999,20,Summer,OTB,2001,9116,23,MudSan,Halodule spp.,SAV,27.4,OTB_Summer,OTB_2001,OTB_2001        _Summer,76-100
TBM1999090812,9,1999,20,Summer,OTB,2001,9116,24,MudSan,None,Non,27.1,OTB_Summer,OTB_2001,OTB_2001        _Summer,Unk
TBM1999090814,9,1999,20,Summer,OTB,2001,9116,24,MudSan,None,Non,27.55,OTB_Summer,OTB_2001,OTB_2001        _Summer,Unk
TBM1999091004,9,1999,20,Summer,MTB,2001,9116,6,MudSan,Halodule spp.,SAV,29.9,MTB_Summer,MTB_2001,MTB_2001        _Summer,0-25
TBM1999091301,9,1999,20,Summer,MTB,2001,9116,19,MudSan,Halodule spp.,SAV,27.8,MTB_Summer,MTB_2001,MTB_2001        _Summer,76-100
TBM1999091304,9,1999,20,Summer,MTB,2001,NA,18,San,Halodule spp.,SAV,30.8,MTB_Summer,MTB_2001,MTB_2001        _Summer,76-100
TBM1999091305,9,1999,20,Summer,LTB,2001,NA,10,MudSan,None,Non,30,LTB_Summer,LTB_2001,LTB_2001        _Summer,0-25
TBM1999091308,9,1999,20,Summer,LTB,2001,9116,10,MudSan,SAV,SAV,30.5,LTB_Summer,LTB_2001,LTB_2001        _Summer,76-100
TBM1999091309,9,1999,20,Summer,MTB,2001,NA,17,MudSan,Halodule spp.,SAV,31.5,MTB_Summer,MTB_2001,MTB_2001        _Summer,26-50
TBM1999091603,9,1999,20,Summer,MTB,2001,NA,27,MudSan,None,Non,27.9,MTB_Summer,MTB_2001,MTB_2001        _Summer,0-25
TBM1999091707,9,1999,20,Summer,LTB,2001,9116,12,San,Syringodium spp.,SAV,28.5,LTB_Summer,LTB_2001,LTB_2001        _Summer,76-100
TBM1999092305,9,1999,20,Summer,LTB,2001,9116,8,Mud,Thalassia spp.,SAV,26,LTB_Summer,LTB_2001,LTB_2001        _Summer,76-100
TBM1999100411,10,1999,20,Fall,LTB,2001,9116,10,San,Syringodium spp.,SAV,27.8,LTB_Fall,LTB_2001,LTB_2001        _Fall,76-100
TBM1999100603,10,1999,20,Fall,LTB,2001,9113,16,San,None,Non,25.9,LTB_Fall,LTB_2001,LTB_2001        _Fall,0-25
TBM1999100606,10,1999,20,Fall,MTB,2001,9113,6,San,Halodule spp.,SAV,26.9,MTB_Fall,MTB_2001,MTB_2001        _Fall,0-25
TBM1999100610,10,1999,20,Fall,MTB,2001,NA,6,San,Halodule spp.,SAV,27.1,MTB_Fall,MTB_2001,MTB_2001        _Fall,0-25
TBM1999100616,10,1999,20,Fall,OTB,2001,NA,25,MudSan,Halodule spp.,SAV,27.05,OTB_Fall,OTB_2001,OTB_2001        _Fall,76-100
TBM1999100617,10,1999,20,Fall,OTB,2001,NA,25,MudSan,Halodule spp.,SAV,27.1,OTB_Fall,OTB_2001,OTB_2001        _Fall,51-75
TBM1999100620,10,1999,20,Fall,OTB,2001,NA,26,MudSan,Halodule spp.,SAV,27.1,OTB_Fall,OTB_2001,OTB_2001        _Fall,76-100
TBM1999100807,10,1999,20,Fall,OTB,2001,NA,19,MudSan,Thalassia spp.,SAV,26,OTB_Fall,OTB_2001,OTB_2001        _Fall,26-50
TBM1999101108,10,1999,20,Fall,OTB,2001,NA,20,San,None,Non,28.1,OTB_Fall,OTB_2001,OTB_2001        _Fall,0-25
TBM1999101109,10,1999,20,Fall,OTB,2001,9113,20,San,None,Non,27.7,OTB_Fall,OTB_2001,OTB_2001        _Fall,0-25
TBM1999101415,10,1999,20,Fall,MTB,2001,NA,17,San,None,Non,27.7,MTB_Fall,MTB_2001,MTB_2001        _Fall,0-25
TBM1999101902,10,1999,20,Fall,HB,2001,NA,1,MudSan,Algae,Alg,24.9,HB_Fall,HB_2001,HB_2001         _Fall,26-50
TBM1999101903,10,1999,20,Fall,HB,2001,NA,29,San,None,Non,26,HB_Fall,HB_2001,HB_2001         _Fall,0-25
TBM1999102102,10,1999,20,Fall,LTB,2001,NA,8,Mud,None,Non,26.5,LTB_Fall,LTB_2001,LTB_2001        _Fall,0-25
TBM1999102105,10,1999,20,Fall,LTB,2001,NA,8,San,Halodule spp.,SAV,26.5,LTB_Fall,LTB_2001,LTB_2001        _Fall,0-25
TBM1999102106,10,1999,20,Fall,MTB,2001,9116,7,MudSan,Halodule spp.,SAV,25.9,MTB_Fall,MTB_2001,MTB_2001        _Fall,76-100
TBM1999110104,11,1999,20,Fall,OTB,2001,9116,27,MudSan,Halodule spp.,SAV,24.6,OTB_Fall,OTB_2001,OTB_2001        _Fall,51-75
TBM1999110106,11,1999,20,Fall,LTB,2001,9116,10,MudSan,Syringodium spp.,SAV,24.1,LTB_Fall,LTB_2001,LTB_2001        _Fall,76-100
TBM1999110108,11,1999,20,Fall,LTB,2001,9113,10,MudSan,SAV,SAV,23.8,LTB_Fall,LTB_2001,LTB_2001        _Fall,76-100
TBM1999110110,11,1999,20,Fall,OTB,2001,NA,25,MudSan,SAV,SAV,23.2,OTB_Fall,OTB_2001,OTB_2001        _Fall,26-50
TBM1999110205,11,1999,20,Fall,OTB,2001,NA,24,MudSan,None,Non,23.5,OTB_Fall,OTB_2001,OTB_2001        _Fall,0-25
TBM1999110209,11,1999,20,Fall,OTB,2001,NA,21,San,None,Non,24.3,OTB_Fall,OTB_2001,OTB_2001        _Fall,0-25
TBM1999110407,11,1999,20,Fall,LTB,2001,9113,8,MudSan,Thalassia spp.,SAV,18.2,LTB_Fall,LTB_2001,LTB_2001        _Fall,76-100
TBM1999110812,11,1999,20,Fall,LTB,2001,NA,16,San,None,Non,21.2,LTB_Fall,LTB_2001,LTB_2001        _Fall,0-25
TBM1999110813,11,1999,20,Fall,LTB,2001,9116,12,MudSan,None,Non,21.5,LTB_Fall,LTB_2001,LTB_2001        _Fall,0-25
TBM1999110901,11,1999,20,Fall,HB,2001,NA,2,San,None,Non,20.6,HB_Fall,HB_2001,HB_2001         _Fall,0-25
TBM1999110902,11,1999,20,Fall,HB,2001,NA,1,MudSan,None,Non,20.9,HB_Fall,HB_2001,HB_2001         _Fall,0-25
TBM1999110905,11,1999,20,Fall,HB,2001,NA,3,San,None,Non,21.4,HB_Fall,HB_2001,HB_2001         _Fall,0-25
TBM1999110907,11,1999,20,Fall,HB,2001,NA,5,MudSan,None,Non,21.5,HB_Fall,HB_2001,HB_2001         _Fall,0-25
TBM1999111005,11,1999,20,Fall,OTB,2001,9116,19,MudSan,Thalassia spp.,SAV,21.6,OTB_Fall,OTB_2001,OTB_2001        _Fall,51-75
TBM1999111006,11,1999,20,Fall,OTB,2001,NA,28,San,None,Non,20.9,OTB_Fall,OTB_2001,OTB_2001        _Fall,0-25
TBM1999111206,11,1999,20,Fall,MTB,2001,9116,16,SanStr,Thalassia spp.,SAV,21.8,MTB_Fall,MTB_2001,MTB_2001        _Fall,76-100
TBM1999120101,12,1999,20,Winter,OTB,2001,NA,20,San,None,Non,15.5,OTB_Winter,OTB_2001,OTB_2001        _Winter,0-25
TBM1999120107,12,1999,20,Winter,OTB,2001,NA,24,MudSan,None,Non,17.9,OTB_Winter,OTB_2001,OTB_2001        _Winter,0-25
TBM1999120301,12,1999,20,Winter,OTB,2001,9113,26,MudSan,Syringodium spp.,SAV,16,OTB_Winter,OTB_2001,OTB_2001        _Winter,76-100
TBM1999120306,12,1999,20,Winter,LTB,2001,9116,8,MudSan,Thalassia spp.,SAV,16,LTB_Winter,LTB_2001,LTB_2001        _Winter,51-75
TBM1999120310,12,1999,20,Winter,OTB,2001,9116,20,MudSan,Halodule spp.,SAV,15.2,OTB_Winter,OTB_2001,OTB_2001        _Winter,76-100
TBM1999120311,12,1999,20,Winter,OTB,2001,9113,25,MudSan,None,Non,17.6,OTB_Winter,OTB_2001,OTB_2001        _Winter,0-25
TBM1999120602,12,1999,20,Winter,HB,2001,NA,29,San,None,Non,18.7,HB_Winter,HB_2001,HB_2001         _Winter,0-25
TBM1999120608,12,1999,20,Winter,HB,2001,NA,2,San,None,Non,20.1,HB_Winter,HB_2001,HB_2001         _Winter,0-25
TBM1999120609,12,1999,20,Winter,HB,2001,9113,4,San,None,Non,20.7,HB_Winter,HB_2001,HB_2001         _Winter,0-25
